ID,Ativo,Tipo_Ativo,Ação,Tensão_kV,Carga_kVA,Corrente_A,Temperatura_C,Delta_Temp,Tentativas,Duracao_Min,Resultado,Ambiente,Executor,Tipo_Falha,Sprint,Simulado
187,RE_75,Relé,Energização,11.08,1380.9,300.0,38.71041484934668,3.94,1,10.6,Sucesso,Lab,Leah,,Sprint_19,False
188,BA_7,Barramento,Isolamento,14.04,797.7,300.0,28.076766896526983,2.78,3,18.9,Sucesso,Campo,Philip,,Sprint_15,False
189,RE_96,Relé,Isolamento,17.16,938.0,300.0,40.42263523247544,3.67,1,11.5,Sucesso,Campo,Desiree,,Sprint_3,False
190,RE_71,Relé,Teste funcional,14.89,954.9,300.0,31.792592023885238,7.66,2,14.3,Sucesso,Campo,Sarah,,Sprint_4,False
191,DI_34,Disjuntor,Sincronismo,12.79,756.6,300.0,31.037900395000193,8.18,2,12.1,Sucesso,Campo,Holly,,Sprint_6,True
192,DI_34,Disjuntor,Intertravamento,13.6,314.6,300.0,37.236996732333964,6.84,2,10.7,Sucesso,Offshore,Janet,,Sprint_14,True
193,TR_93,Trafo,Isolamento,14.06,1160.8,300.0,32.96768889385319,7.72,1,5.9,Sucesso,Lab,Randy,,Sprint_10,False
194,BA_20,Barramento,Intertravamento,15.01,507.9,300.0,37.3817888467811,5.75,2,14.5,Sucesso,Offshore,Janet,,Sprint_18,False
195,RE_82,Relé,Intertravamento,12.35,1080.8,300.0,30.648662249095132,2.3,2,12.4,Sucesso,Lab,Rodney,,Sprint_17,True
196,RE_8,Relé,Energização,14.52,747.8,300.0,34.152753812583164,5.87,1,10.4,Sucesso,Lab,Desiree,,Sprint_19,False
197,DI_70,Disjuntor,Sincronismo,12.68,902.5,300.0,35.391743344812966,9.34,1,8.3,Sucesso,Lab,Desiree,,Sprint_11,False
198,DI_24,Disjuntor,Sincronismo,14.37,558.8,300.0,46.20567284510365,9.99,1,8.8,Sucesso,Offshore,Carrie,,Sprint_3,False
199,RE_78,Relé,Teste funcional,13.04,755.7,300.0,32.733757954884936,8.31,1,14.4,Sucesso,Campo,Rodney,,Sprint_11,False
200,DI_87,Disjuntor,Isolamento,13.65,669.8,300.0,35.69149344892905,4.95,1,9.0,Sucesso,Offshore,Tyler,,Sprint_13,True
201,RE_53,Relé,Sincronismo,14.25,609.5,300.0,36.45865188626704,8.46,1,9.5,Sucesso,Lab,Tyler,,Sprint_3,False
202,DI_12,Disjuntor,Sincronismo,13.77,721.1,300.0,35.11232946406023,6.94,2,14.6,Sucesso,Offshore,Richard,,Sprint_8,True
203,BA_27,Barramento,Isolamento,13.51,592.5,300.0,29.367265938581014,4.64,2,11.6,Sucesso,Offshore,Erin,,Sprint_20,False
204,BA_16,Barramento,Teste funcional,14.69,1397.4,300.0,36.77896487463831,5.7,1,12.3,Sucesso,Campo,Jennifer,,Sprint_8,True
205,DI_29,Disjuntor,Intertravamento,12.87,1522.2,300.0,35.86297051957433,6.03,1,8.7,Sucesso,Lab,Edward,,Sprint_15,False
206,DI_17,Disjuntor,Teste funcional,14.95,1234.4,300.0,29.314293097318888,9.83,2,10.2,Sucesso,Offshore,Edward,,Sprint_1,False
207,BA_88,Barramento,Sincronismo,12.74,818.7,300.0,40.572581421092295,9.34,2,16.3,Sucesso,Offshore,Sarah,,Sprint_18,False
208,RE_15,Relé,Isolamento,14.78,855.4,300.0,36.40867531914687,2.21,3,20.7,Sucesso,Lab,Janet,,Sprint_12,False
209,BA_33,Barramento,Energização,13.16,976.6,300.0,27.009378240581263,4.65,1,11.4,Sucesso,Lab,Leah,,Sprint_6,True
210,TR_29,Trafo,Teste funcional,15.84,501.5,300.0,37.629887792088084,9.69,2,12.6,Sucesso,Lab,Jennifer,,Sprint_15,True
211,TR_39,Trafo,Energização,14.15,439.1,300.0,34.96824221613566,0.61,1,14.7,Sucesso,Lab,Edward,,Sprint_10,False
212,RE_55,Relé,Teste funcional,12.53,554.6,300.0,39.41930601726537,0.5,2,12.3,Sucesso,Offshore,Colin,,Sprint_19,False
213,DI_93,Disjuntor,Energização,12.7,872.6,300.0,26.476514932518644,6.41,2,11.7,Sucesso,Campo,Leah,,Sprint_4,False
214,DI_58,Disjuntor,Intertravamento,11.51,809.8,300.0,36.06951934100741,3.18,2,12.4,Sucesso,Offshore,Holly,,Sprint_3,False
215,TR_19,Trafo,Isolamento,14.97,712.8,300.0,42.05525450529612,5.03,1,8.8,Sucesso,Campo,Janet,,Sprint_9,True
216,BA_91,Barramento,Sincronismo,14.82,690.4,300.0,30.48328256851501,8.35,2,12.7,Sucesso,Campo,Randy,,Sprint_4,True
217,DI_49,Disjuntor,Isolamento,12.94,300.0,300.0,38.45118400190136,1.02,1,2.3,Sucesso,Offshore,Rodney,,Sprint_20,True
218,TR_86,Trafo,Sincronismo,15.63,1046.2,300.0,33.74134659003747,3.38,3,19.4,Sucesso,Offshore,Holly,,Sprint_14,True
219,TR_47,Trafo,Sincronismo,15.99,284.0,300.0,32.0078703232822,5.67,1,10.7,Sucesso,Lab,Carrie,,Sprint_17,False
220,RE_86,Relé,Energização,14.51,756.1,300.0,30.377513953721984,5.82,1,11.0,Sucesso,Campo,Holly,,Sprint_4,False
221,RE_15,Relé,Teste funcional,13.39,866.1,300.0,33.97538104112945,0.99,1,9.8,Sucesso,Lab,Kimberly,,Sprint_20,True
222,DI_63,Disjuntor,Energização,14.49,1302.3,300.0,34.972019905854765,4.11,2,15.0,Sucesso,Lab,Richard,,Sprint_19,False
223,TR_78,Trafo,Intertravamento,15.41,908.9,300.0,35.65859944767158,5.26,3,13.3,Sucesso,Campo,Janet,,Sprint_19,False
224,SE_27,Seccionadora,Isolamento,14.08,869.0,300.0,40.270643380094896,3.51,3,20.5,Sucesso,Campo,Janet,,Sprint_7,False
225,TR_16,Trafo,Teste funcional,11.78,1004.6,300.0,33.03842615633048,0.69,2,11.7,Sucesso,Offshore,Ashley,,Sprint_17,False
226,SE_57,Seccionadora,Sincronismo,12.77,754.5,300.0,31.481727252167445,4.61,1,12.8,Sucesso,Offshore,Colin,,Sprint_15,False
227,DI_13,Disjuntor,Sincronismo,15.48,1234.5,300.0,33.20115677105457,7.63,2,9.0,Sucesso,Lab,Randy,,Sprint_9,False
228,RE_62,Relé,Isolamento,14.38,811.6,300.0,28.311452880411004,6.03,1,10.7,Sucesso,Offshore,Tyler,,Sprint_10,False
229,TR_80,Trafo,Intertravamento,15.22,414.2,300.0,35.43789109476795,1.23,2,14.2,Sucesso,Offshore,Carrie,,Sprint_20,False
230,BA_99,Barramento,Intertravamento,15.58,1104.1,300.0,27.12510265283488,3.08,2,15.8,Sucesso,Campo,Holly,,Sprint_10,False
231,TR_22,Trafo,Teste funcional,13.48,883.0,300.0,43.32158549062318,6.96,2,15.2,Sucesso,Campo,Jennifer,,Sprint_7,True
232,BA_83,Barramento,Energização,14.88,531.6,300.0,42.12231006566317,2.54,3,18.1,Sucesso,Lab,Leah,,Sprint_3,False
233,SE_25,Seccionadora,Sincronismo,14.19,889.1,300.0,20.900345339982895,9.96,2,14.7,Sucesso,Campo,Carrie,,Sprint_10,False
234,SE_40,Seccionadora,Energização,12.34,236.8,300.0,37.30164936589907,6.15,3,19.0,Falha,Lab,Leah,,Sprint_19,False
235,SE_46,Seccionadora,Teste funcional,15.93,1004.4,300.0,35.77168343532205,1.15,1,15.1,Sucesso,Campo,Rodney,,Sprint_11,False
236,DI_60,Disjuntor,Sincronismo,15.3,728.9,300.0,40.273332893843815,5.24,1,11.3,Sucesso,Campo,Desiree,,Sprint_18,False
237,TR_58,Trafo,Energização,14.39,405.8,300.0,30.991064236454996,0.77,2,5.7,Sucesso,Offshore,Tyler,,Sprint_14,True
238,DI_1,Disjuntor,Isolamento,14.61,488.3,300.0,35.67859295273999,7.01,1,10.5,Sucesso,Campo,Jennifer,,Sprint_12,True
239,RE_23,Relé,Energização,11.77,403.3,300.0,37.40933030859246,3.42,2,14.6,Sucesso,Lab,Richard,,Sprint_10,True
240,DI_85,Disjuntor,Isolamento,15.4,157.9,300.0,27.996630044407183,8.66,1,10.0,Sucesso,Offshore,Jackie,,Sprint_3,False
241,DI_29,Disjuntor,Isolamento,16.19,608.3,300.0,33.888976685385494,4.58,2,5.8,Sucesso,Lab,Ashley,,Sprint_18,True
242,DI_30,Disjuntor,Energização,16.16,625.9,300.0,40.59440810149199,1.62,1,15.5,Sucesso,Lab,Erin,,Sprint_15,False
243,TR_15,Trafo,Sincronismo,14.19,811.5,300.0,42.490472812855614,8.78,1,8.5,Sucesso,Offshore,Randy,,Sprint_1,True
244,RE_13,Relé,Energização,14.62,1465.8,300.0,36.259183753118094,1.61,2,10.2,Sucesso,Lab,Richard,,Sprint_7,True
245,RE_49,Relé,Teste funcional,13.86,365.4,300.0,33.50161675996606,8.03,1,9.8,Sucesso,Offshore,Desiree,,Sprint_11,False
246,BA_16,Barramento,Energização,15.17,1122.0,300.0,33.87583248476376,8.8,1,14.9,Sucesso,Offshore,Carrie,,Sprint_7,False
247,TR_19,Trafo,Intertravamento,13.18,100.0,300.0,34.81593246910859,6.65,1,9.4,Sucesso,Lab,Janet,,Sprint_6,False
248,DI_36,Disjuntor,Sincronismo,14.34,810.2,300.0,38.9327001349196,9.9,2,11.3,Falha,Offshore,Randy,Configuração,Sprint_3,True
249,TR_55,Trafo,Sincronismo,16.44,715.1,300.0,41.446984317150125,0.58,1,12.9,Sucesso,Campo,Carrie,,Sprint_2,False
250,DI_36,Disjuntor,Energização,15.89,924.4,300.0,38.755654239029255,5.42,1,11.9,Sucesso,Offshore,Ashley,,Sprint_7,False
251,BA_6,Barramento,Isolamento,13.07,593.2,300.0,28.691754470803673,7.86,1,16.0,Sucesso,Lab,Randy,,Sprint_12,False
252,SE_11,Seccionadora,Teste funcional,14.38,431.4,300.0,39.71284274268095,5.8,1,12.6,Sucesso,Offshore,Leah,,Sprint_17,True
253,DI_67,Disjuntor,Teste funcional,11.67,1131.5,300.0,30.91299551546325,7.1,2,11.2,Sucesso,Offshore,Randy,,Sprint_7,False
254,BA_96,Barramento,Sincronismo,14.91,1044.9,300.0,32.94682654009599,4.91,3,14.5,Sucesso,Campo,Tyler,,Sprint_15,False
255,RE_48,Relé,Energização,14.81,712.3,300.0,32.65425484987095,5.98,3,17.9,Sucesso,Offshore,Randy,,Sprint_3,False
256,TR_95,Trafo,Isolamento,14.06,779.6,300.0,34.045912972728274,1.26,2,12.9,Sucesso,Lab,Lisa,,Sprint_18,False
257,BA_32,Barramento,Teste funcional,11.17,341.7,300.0,31.670732958830378,6.56,1,9.5,Sucesso,Lab,Edward,,Sprint_20,False
258,TR_98,Trafo,Sincronismo,11.59,842.4,300.0,40.59228822423938,7.29,1,11.6,Sucesso,Offshore,Leah,,Sprint_18,True
259,TR_21,Trafo,Sincronismo,16.74,801.1,300.0,40.05731517704178,3.12,1,14.0,Sucesso,Offshore,Jennifer,,Sprint_1,True
260,BA_22,Barramento,Intertravamento,15.23,942.1,300.0,37.615395020011974,7.15,2,17.0,Sucesso,Lab,Rodney,,Sprint_3,False
261,RE_94,Relé,Isolamento,14.16,454.7,300.0,36.931616589057796,6.04,2,12.4,Sucesso,Lab,Kimberly,,Sprint_8,True
262,RE_30,Relé,Energização,15.2,878.4,300.0,36.65971278333432,2.51,2,22.4,Falha,Offshore,Carrie,Proteção,Sprint_19,True
263,RE_81,Relé,Energização,15.59,764.0,300.0,34.087895014237915,1.14,2,11.5,Sucesso,Lab,Holly,,Sprint_14,False
264,RE_71,Relé,Sincronismo,13.66,418.3,300.0,34.4419883457855,5.53,2,10.7,Sucesso,Offshore,Janet,,Sprint_11,False
265,SE_94,Seccionadora,Sincronismo,13.13,1127.1,300.0,28.22859972782259,9.77,1,7.0,Sucesso,Offshore,Leah,,Sprint_6,False
266,RE_31,Relé,Teste funcional,15.83,884.7,300.0,36.182089311799665,5.3,3,12.8,Sucesso,Lab,Richard,,Sprint_1,False
267,RE_57,Relé,Intertravamento,12.5,385.0,300.0,32.30006182137155,5.7,2,9.7,Sucesso,Offshore,Randy,,Sprint_15,True
268,SE_81,Seccionadora,Energização,9.98,1396.1,300.0,38.734617345355296,7.03,2,18.9,Sucesso,Offshore,Jackie,,Sprint_18,True
269,BA_59,Barramento,Energização,15.19,809.5,300.0,43.645573840347666,5.37,3,16.2,Sucesso,Offshore,Janet,,Sprint_13,False
270,BA_53,Barramento,Teste funcional,12.89,638.3,300.0,32.25865602537461,9.31,3,18.5,Sucesso,Lab,Tyler,,Sprint_10,False
271,TR_76,Trafo,Energização,14.58,1288.5,300.0,47.39694709354956,6.09,2,19.8,Sucesso,Offshore,Randy,,Sprint_18,True
272,BA_77,Barramento,Energização,13.59,444.8,300.0,31.427264957645647,5.12,1,16.2,Falha,Offshore,Lisa,Proteção,Sprint_15,False
273,SE_28,Seccionadora,Energização,15.1,1255.7,300.0,35.39988247389035,7.19,2,17.8,Sucesso,Campo,Lisa,,Sprint_18,True
274,SE_94,Seccionadora,Isolamento,14.0,677.8,300.0,38.5066250228388,4.95,2,9.6,Sucesso,Offshore,Kimberly,,Sprint_1,False
275,DI_54,Disjuntor,Energização,14.77,1027.2,300.0,31.761839432057297,4.92,2,9.6,Sucesso,Campo,Janet,,Sprint_8,False
276,BA_65,Barramento,Teste funcional,13.12,1177.1,300.0,32.323324564918885,7.84,1,11.1,Sucesso,Campo,Janet,,Sprint_6,False
277,SE_64,Seccionadora,Teste funcional,16.1,841.4,300.0,31.486359920436804,0.79,1,6.4,Sucesso,Offshore,Erin,,Sprint_17,False
278,BA_66,Barramento,Isolamento,14.3,960.0,300.0,30.18656483946023,9.65,2,10.1,Sucesso,Campo,Carrie,,Sprint_4,False
279,TR_58,Trafo,Sincronismo,12.89,731.1,300.0,26.802579187372828,3.76,1,8.8,Sucesso,Lab,Jennifer,,Sprint_6,True
280,DI_16,Disjuntor,Sincronismo,12.48,421.9,300.0,39.24505456638276,2.3,3,15.7,Sucesso,Campo,Kimberly,,Sprint_8,False
281,TR_24,Trafo,Isolamento,13.51,1243.6,300.0,33.02518901751715,7.31,1,11.7,Sucesso,Offshore,Jennifer,,Sprint_16,False
282,DI_89,Disjuntor,Intertravamento,13.01,483.0,300.0,41.11541533547663,1.64,3,15.2,Sucesso,Lab,Desiree,,Sprint_14,False
283,DI_21,Disjuntor,Energização,11.4,435.3,300.0,35.215415040121925,1.51,1,9.2,Sucesso,Offshore,Tyler,,Sprint_8,False
284,DI_52,Disjuntor,Energização,13.53,708.0,300.0,33.793281127967475,1.22,2,13.5,Sucesso,Campo,Rodney,,Sprint_5,True
285,RE_65,Relé,Sincronismo,15.28,895.4,300.0,37.17415610383423,8.0,2,12.0,Sucesso,Lab,Carrie,,Sprint_7,False
286,SE_56,Seccionadora,Intertravamento,13.18,1366.3,300.0,37.78276562266879,2.9,1,6.0,Sucesso,Campo,Desiree,,Sprint_17,True
287,TR_80,Trafo,Energização,12.18,609.0,300.0,34.65861188680331,5.08,3,13.4,Sucesso,Lab,Desiree,,Sprint_8,False
288,SE_27,Seccionadora,Isolamento,11.0,683.4,300.0,35.952119449625286,5.55,1,11.3,Sucesso,Lab,Kimberly,,Sprint_6,True
289,RE_18,Relé,Sincronismo,16.39,949.7,300.0,34.32599564246395,1.61,1,7.9,Sucesso,Offshore,Ashley,,Sprint_3,True
290,TR_20,Trafo,Sincronismo,14.41,850.6,300.0,34.41838480361871,4.66,1,16.1,Falha,Offshore,Jennifer,Configuração,Sprint_6,False
291,SE_79,Seccionadora,Sincronismo,13.11,816.4,300.0,35.49534537961705,7.25,1,5.4,Sucesso,Offshore,Edward,,Sprint_9,False
292,RE_8,Relé,Sincronismo,14.14,1007.8,300.0,28.653347517266504,7.65,1,15.1,Sucesso,Campo,Erin,,Sprint_2,False
293,SE_23,Seccionadora,Isolamento,13.2,720.3,300.0,35.014052578430615,4.62,1,14.7,Sucesso,Campo,Randy,,Sprint_20,True
294,TR_63,Trafo,Teste funcional,14.61,1049.2,300.0,29.67232655051528,2.72,1,13.6,Sucesso,Lab,Rodney,,Sprint_3,False
295,BA_22,Barramento,Teste funcional,16.03,727.5,300.0,23.311225832824235,3.39,1,5.9,Sucesso,Offshore,Desiree,,Sprint_5,False
296,DI_28,Disjuntor,Intertravamento,13.35,437.2,300.0,36.94489364676092,1.3,1,10.8,Sucesso,Offshore,Carrie,,Sprint_14,True
297,RE_10,Relé,Teste funcional,14.75,646.8,300.0,34.40368763204876,3.01,3,16.8,Sucesso,Campo,Randy,,Sprint_18,True
298,TR_16,Trafo,Energização,12.76,1113.5,300.0,39.11654726052092,3.96,2,16.9,Falha,Lab,Desiree,,Sprint_8,True
299,SE_43,Seccionadora,Energização,12.75,479.8,300.0,33.14520990214223,1.35,2,12.4,Sucesso,Campo,Desiree,,Sprint_12,True
300,RE_71,Relé,Isolamento,14.34,955.9,300.0,34.39362262082165,7.09,2,18.3,Sucesso,Lab,Joseph,,Sprint_20,False
301,DI_70,Disjuntor,Sincronismo,12.32,726.8,300.0,36.93153940890434,6.06,1,8.8,Sucesso,Campo,Edward,,Sprint_4,False
302,BA_36,Barramento,Energização,13.1,371.6,300.0,38.80652781704726,8.35,1,6.6,Sucesso,Lab,Leah,,Sprint_5,True
303,TR_37,Trafo,Intertravamento,13.72,660.3,300.0,29.83092764909625,2.11,1,10.0,Sucesso,Campo,Holly,,Sprint_2,False
304,RE_2,Relé,Intertravamento,14.87,235.1,300.0,33.13840473531039,9.38,1,11.3,Sucesso,Offshore,Jennifer,,Sprint_7,True
305,RE_12,Relé,Energização,12.37,596.9,300.0,31.13670277364588,8.72,2,15.5,Sucesso,Offshore,Janet,,Sprint_18,False
306,SE_67,Seccionadora,Sincronismo,12.29,696.8,300.0,34.861422168773004,9.46,1,8.9,Sucesso,Campo,Randy,,Sprint_15,True
307,SE_22,Seccionadora,Energização,12.53,1174.9,300.0,38.89674501952666,3.65,2,12.9,Sucesso,Lab,Colin,,Sprint_16,True
308,BA_66,Barramento,Energização,15.59,1076.2,300.0,46.46988641646574,8.15,1,9.6,Sucesso,Campo,Kimberly,,Sprint_7,False
309,RE_78,Relé,Isolamento,11.3,1117.6,300.0,34.135991313017676,1.86,2,22.3,Falha,Lab,Lisa,Configuração,Sprint_4,False
310,DI_45,Disjuntor,Sincronismo,15.76,1351.6,300.0,39.21019198662353,1.28,2,10.6,Sucesso,Offshore,Lisa,,Sprint_7,True
311,BA_16,Barramento,Energização,14.8,1382.4,300.0,30.608384614101304,1.4,1,8.9,Sucesso,Lab,Joseph,,Sprint_13,False
312,TR_78,Trafo,Teste funcional,11.85,572.6,300.0,35.12428751875635,8.59,1,9.1,Sucesso,Campo,Carrie,,Sprint_6,False
313,RE_45,Relé,Isolamento,11.72,621.5,300.0,33.58556639740187,1.42,1,8.1,Sucesso,Lab,Edward,,Sprint_16,False
314,TR_65,Trafo,Intertravamento,10.82,722.8,300.0,40.73555963554118,6.13,1,9.9,Sucesso,Offshore,Joseph,,Sprint_12,False
315,SE_20,Seccionadora,Energização,13.31,1199.0,300.0,38.397561270397055,7.79,2,16.3,Sucesso,Campo,Philip,,Sprint_11,True
316,BA_72,Barramento,Intertravamento,11.09,858.7,300.0,29.71471416142112,7.83,1,7.1,Sucesso,Offshore,Ashley,,Sprint_15,False
317,TR_26,Trafo,Intertravamento,16.76,794.2,300.0,30.811452840525153,6.33,1,13.8,Falha,Offshore,Kimberly,,Sprint_15,False
318,TR_61,Trafo,Sincronismo,14.7,523.9,300.0,24.8729095833976,9.16,3,18.4,Sucesso,Campo,Philip,,Sprint_20,False
319,TR_96,Trafo,Energização,12.01,1126.2,300.0,39.09063643124092,8.01,1,3.7,Sucesso,Offshore,Holly,,Sprint_1,False
320,TR_30,Trafo,Sincronismo,12.07,293.8,300.0,26.03053751066055,6.77,3,11.9,Sucesso,Lab,Randy,,Sprint_7,False
321,RE_41,Relé,Intertravamento,17.47,637.3,300.0,26.01630993510973,3.71,1,14.5,Sucesso,Lab,Jennifer,,Sprint_17,False
322,RE_4,Relé,Energização,13.62,677.7,300.0,30.722163817883605,5.53,1,6.9,Sucesso,Lab,Leah,,Sprint_16,False
323,TR_59,Trafo,Sincronismo,14.53,1508.5,300.0,33.35668992418852,5.27,3,10.1,Sucesso,Offshore,Colin,,Sprint_12,False
324,BA_18,Barramento,Intertravamento,14.09,770.3,300.0,37.17987694750023,6.02,2,5.4,Sucesso,Lab,Sarah,,Sprint_10,False
325,TR_39,Trafo,Energização,14.34,358.1,300.0,40.94945526937495,0.73,2,8.2,Sucesso,Offshore,Erin,,Sprint_11,False
326,SE_58,Seccionadora,Energização,13.16,941.3,300.0,28.13000226288347,3.01,1,9.2,Sucesso,Lab,Colin,,Sprint_12,False
327,RE_25,Relé,Energização,13.63,836.4,300.0,33.832836006780525,5.04,1,9.9,Sucesso,Campo,Joseph,,Sprint_10,True
328,TR_74,Trafo,Teste funcional,12.91,870.5,300.0,28.918370836024504,2.25,2,12.4,Sucesso,Offshore,Rodney,,Sprint_12,False
329,SE_93,Seccionadora,Teste funcional,13.28,972.5,300.0,34.41804668569612,0.57,1,5.8,Sucesso,Offshore,Jackie,,Sprint_13,False
330,DI_60,Disjuntor,Isolamento,14.71,957.3,300.0,35.28568177580632,4.79,1,19.8,Falha,Lab,Janet,Elétrica,Sprint_18,True
331,DI_60,Disjuntor,Intertravamento,14.98,1134.9,300.0,40.52815845762036,0.95,3,18.8,Sucesso,Lab,Leah,,Sprint_19,False
332,DI_96,Disjuntor,Sincronismo,13.27,817.6,300.0,35.261592739112416,9.65,3,17.5,Sucesso,Campo,Kimberly,,Sprint_18,False
333,RE_74,Relé,Isolamento,15.02,785.6,300.0,34.08424764473352,3.82,1,8.9,Sucesso,Offshore,Lisa,,Sprint_14,False
334,BA_88,Barramento,Energização,15.85,1023.5,300.0,34.148495172446864,2.35,2,13.1,Sucesso,Offshore,Sarah,,Sprint_19,False
335,BA_49,Barramento,Isolamento,12.61,927.3,300.0,41.3975933488008,4.33,2,13.3,Falha,Offshore,Philip,,Sprint_8,True
336,SE_26,Seccionadora,Isolamento,15.85,449.4,300.0,21.86467321595917,3.9,1,8.4,Sucesso,Offshore,Sarah,,Sprint_7,False
337,SE_44,Seccionadora,Intertravamento,13.52,299.1,300.0,35.23385715420423,3.64,2,12.7,Sucesso,Offshore,Janet,,Sprint_16,True
338,DI_87,Disjuntor,Sincronismo,13.0,329.6,300.0,36.7335498880246,3.24,1,17.5,Sucesso,Offshore,Rodney,,Sprint_6,True
339,RE_40,Relé,Teste funcional,13.63,410.2,300.0,36.16393371470082,5.73,2,10.7,Sucesso,Offshore,Sarah,,Sprint_4,True
340,DI_98,Disjuntor,Energização,15.33,356.9,300.0,37.21039518400504,3.31,1,13.7,Sucesso,Offshore,Sarah,,Sprint_2,True
341,RE_34,Relé,Energização,16.99,1199.4,300.0,44.60183751072131,1.27,1,6.3,Sucesso,Campo,Kimberly,,Sprint_18,True
342,BA_73,Barramento,Sincronismo,15.81,1154.8,300.0,34.46322604642992,5.86,1,13.0,Sucesso,Campo,Philip,,Sprint_4,False
343,RE_61,Relé,Energização,14.3,731.8,300.0,30.880322565140002,1.81,2,10.8,Sucesso,Campo,Ashley,,Sprint_5,True
344,DI_52,Disjuntor,Intertravamento,14.51,859.6,300.0,41.06392194565209,1.3,2,14.4,Sucesso,Offshore,Joseph,,Sprint_18,False
345,DI_2,Disjuntor,Energização,14.6,1286.7,300.0,35.111019672713184,3.47,1,5.6,Sucesso,Campo,Holly,,Sprint_19,False
346,DI_68,Disjuntor,Energização,15.48,576.9,300.0,37.0136110843641,6.59,3,13.3,Sucesso,Campo,Jackie,,Sprint_15,True
347,TR_72,Trafo,Intertravamento,15.29,623.9,300.0,33.11328961526095,8.66,1,12.2,Sucesso,Campo,Rodney,,Sprint_18,False
348,SE_25,Seccionadora,Energização,12.09,1015.5,300.0,30.991474786755138,1.11,1,6.8,Sucesso,Lab,Holly,,Sprint_16,False
349,TR_72,Trafo,Teste funcional,13.59,901.6,300.0,40.14728740799178,6.94,2,15.6,Sucesso,Offshore,Philip,,Sprint_8,False
350,DI_91,Disjuntor,Sincronismo,14.56,655.7,300.0,40.483503160541524,4.32,2,17.3,Sucesso,Offshore,Richard,,Sprint_3,False
351,TR_47,Trafo,Teste funcional,14.51,1081.2,300.0,30.108388962040287,8.85,2,17.2,Sucesso,Lab,Lisa,,Sprint_18,True
352,TR_15,Trafo,Intertravamento,11.72,1038.0,300.0,39.982623169482906,4.23,3,13.8,Sucesso,Campo,Sarah,,Sprint_2,False
353,BA_78,Barramento,Energização,13.25,690.5,300.0,32.445935871151946,1.66,1,9.9,Sucesso,Offshore,Colin,,Sprint_17,False
354,DI_56,Disjuntor,Isolamento,10.16,538.9,300.0,37.1572691699738,1.8,1,12.6,Sucesso,Campo,Erin,,Sprint_2,False
355,DI_89,Disjuntor,Isolamento,15.47,216.5,300.0,40.656150458295066,1.5,1,9.8,Sucesso,Lab,Colin,,Sprint_6,False
356,DI_18,Disjuntor,Energização,14.94,501.9,300.0,29.67570797635024,1.19,1,7.6,Sucesso,Lab,Carrie,,Sprint_4,False
357,RE_87,Relé,Intertravamento,15.68,665.5,300.0,31.538748353670517,6.92,1,4.1,Sucesso,Lab,Holly,,Sprint_2,False
358,TR_71,Trafo,Intertravamento,14.17,312.3,300.0,36.442055743580305,3.78,1,8.3,Sucesso,Lab,Holly,,Sprint_19,True
359,BA_88,Barramento,Teste funcional,12.63,572.1,300.0,26.144657234559546,4.47,3,17.4,Sucesso,Offshore,Kimberly,,Sprint_19,False
360,RE_65,Relé,Intertravamento,12.22,482.4,300.0,30.397085529970607,7.94,3,14.5,Sucesso,Offshore,Holly,,Sprint_12,True
361,RE_1,Relé,Sincronismo,13.66,412.8,300.0,31.815702065356962,4.68,3,17.3,Sucesso,Campo,Jennifer,,Sprint_10,False
362,DI_59,Disjuntor,Sincronismo,13.93,1546.8,300.0,33.30710009630523,6.13,1,14.7,Sucesso,Campo,Richard,,Sprint_5,False
363,DI_84,Disjuntor,Energização,14.05,441.3,300.0,33.89678624942114,4.43,1,7.8,Sucesso,Offshore,Ashley,,Sprint_1,True
364,SE_55,Seccionadora,Teste funcional,13.2,880.8,300.0,34.77553484938731,7.86,1,10.5,Sucesso,Offshore,Colin,,Sprint_1,False
365,TR_58,Trafo,Intertravamento,16.63,1004.6,300.0,35.939658261355746,8.34,3,18.0,Sucesso,Lab,Richard,,Sprint_1,True
366,RE_51,Relé,Sincronismo,16.21,1048.5,300.0,40.45430835301849,2.44,3,14.6,Sucesso,Lab,Colin,,Sprint_4,False
367,SE_15,Seccionadora,Energização,12.14,1144.1,300.0,35.71404696221292,2.79,3,14.3,Sucesso,Lab,Sarah,,Sprint_17,True
368,DI_2,Disjuntor,Energização,14.88,623.9,300.0,31.105301795918795,5.92,3,15.1,Sucesso,Offshore,Leah,,Sprint_10,False
369,RE_42,Relé,Sincronismo,13.43,978.7,300.0,41.62984985237545,3.72,1,8.0,Sucesso,Offshore,Edward,,Sprint_12,True
370,TR_15,Trafo,Sincronismo,14.92,550.2,300.0,34.28442131518111,3.75,2,15.4,Sucesso,Campo,Tyler,,Sprint_2,False
371,TR_17,Trafo,Sincronismo,14.84,974.8,300.0,31.00029746649033,8.56,1,11.3,Falha,Campo,Erin,,Sprint_14,False
372,SE_54,Seccionadora,Energização,13.61,629.3,300.0,32.22831016343334,7.62,2,18.8,Sucesso,Offshore,Carrie,,Sprint_14,False
373,RE_78,Relé,Energização,13.63,1299.4,300.0,30.57920760028116,9.03,2,5.2,Sucesso,Lab,Colin,,Sprint_12,True
374,BA_48,Barramento,Sincronismo,11.73,445.7,300.0,29.965133640990427,7.51,2,12.1,Sucesso,Offshore,Ashley,,Sprint_8,False
